age,height_cm,weight_kg,nationality,club,wage_eur,player_positions,pace,shooting,passing,dribbling,defending,physic,average_skill,average_attacking,average_movement,average_power,average_mentality,average_defending,average_goalkeeping,short_name,long_name
19,171,70,Saudi Arabia,Ettifaq FC,2000,"CDM, CM",69.0,42.0,55.0,58.0,55.0,53.0,50.6,48.0,67.8,51.4,53.5,54.333333333333336,10.0,I. Mahnashi,Ibrahim Mahnashi
20,178,68,United States,Colorado Rapids,1000,LB,71.0,31.0,44.0,60.0,56.0,56.0,47.0,41.2,68.4,47.6,43.833333333333336,58.333333333333336,9.4,S. Vines,Samuel Vines
19,175,65,England,West Bromwich Albion,4000,LM,65.0,59.0,56.0,63.0,29.0,38.0,56.0,55.4,61.2,46.8,46.166666666666664,30.0,8.0,N. Clayton-Phillips,Nicholas Clayton-Phillips
18,177,76,Turkey,Göztepe SK,1000,CM,65.0,48.0,57.0,62.0,50.0,65.0,57.6,53.2,70.6,58.8,50.666666666666664,52.0,10.2,K. Kesgin,Kerem Atakan Kesgin
18,170,64,Norway,Tromsø IL,1000,CAM,65.0,54.0,47.0,63.0,26.0,39.0,46.0,49.8,69.8,50.4,42.833333333333336,25.0,8.0,S. Grønli,Sigurd Grønli
19,178,76,Germany,Hamburger SV,1000,"CB, RB",59.0,32.0,47.0,58.0,58.0,58.0,44.4,47.8,60.4,49.4,42.5,58.0,10.6,T. Knost,Tobias Knost
20,186,78,Greece,FC Basel 1893,3000,CB,60.0,28.0,32.0,33.0,60.0,65.0,29.8,32.8,52.6,51.0,43.5,61.0,11.0,K. Dimitriou,Konstantinos Dimitriou
18,172,66,Chile,Unión Española,1000,CAM,62.0,45.0,60.0,59.0,33.0,53.0,53.0,45.4,66.6,50.8,49.0,34.666666666666664,8.0,B. Galdames,Benjamín Galdames
19,186,82,France,La Berrichonne de Châteauroux,1000,CM,64.0,44.0,58.0,58.0,52.0,63.0,55.4,47.6,59.2,56.8,46.333333333333336,52.666666666666664,10.2,L. Leroy,Léo Leroy
19,190,80,Montenegro,Chievo Verona,1000,ST,51.0,56.0,43.0,52.0,30.0,62.0,44.4,52.6,49.8,59.8,48.666666666666664,23.666666666666668,10.2,S. Grubac,Sergej Grubac
19,187,82,Germany,SG Sonnenhof Großaspach,1000,"ST, RM",55.0,57.0,43.0,53.0,26.0,66.0,42.6,49.6,54.2,64.6,48.333333333333336,21.333333333333332,10.4,E. Hottmann,Eric Hottmann
18,183,75,Netherlands,ADO Den Haag,1000,CM,64.0,52.0,60.0,58.0,43.0,53.0,56.2,50.6,59.2,53.8,46.166666666666664,49.0,7.8,L. van Kleef,Lorenzo van Kleef
18,184,86,Germany,SpVgg Greuther Fürth,1000,RM,66.0,55.0,54.0,60.0,31.0,58.0,51.0,56.6,56.8,57.2,44.166666666666664,28.333333333333332,10.0,J. Leweling,Jamie Leweling
19,184,70,Serbia,Fiorentina,3000,LB,62.0,36.0,41.0,56.0,60.0,55.0,43.8,41.8,59.6,47.8,50.333333333333336,61.0,8.4,A. Terzic,Aleksa Terzic
18,174,70,Turkey,Antalyaspor,1000,LM,67.0,49.0,53.0,64.0,30.0,46.0,55.0,49.0,61.8,49.8,45.333333333333336,33.666666666666664,11.8,C. Şen,Cenk Şen
19,180,70,Italy,Trapani,1000,"CDM, CM",68.0,47.0,57.0,58.0,55.0,56.0,54.2,51.6,65.6,56.2,53.833333333333336,53.0,8.4,G. D'Anca,Giuseppe D'Anca
19,175,66,Mexico,Monterrey,3000,"LB, LM",68.0,41.0,53.0,61.0,55.0,50.0,53.6,46.2,67.2,50.2,54.166666666666664,54.666666666666664,12.0,D. Parra,Daniel Parra
20,186,74,Chile,CD Huachipato,1000,"CB, RB, LB",51.0,30.0,36.0,36.0,56.0,65.0,33.0,37.2,47.0,52.2,44.5,55.666666666666664,8.6,I. Tapia,Ignacio Tapia
20,180,67,Denmark,Brentford,4000,"RWB, RB",76.0,39.0,53.0,59.0,51.0,59.0,50.8,44.8,68.6,57.2,47.333333333333336,51.666666666666664,11.8,M. Rasmussen,Mads Roerslev Rasmussen
19,184,74,England,Walsall,2000,ST,75.0,55.0,45.0,57.0,21.0,65.0,47.6,50.2,67.4,63.6,45.0,18.0,8.0,M. Candlin,Mitchell Candlin
19,182,84,Germany,Holstein Kiel,1000,"RM, ST",70.0,55.0,46.0,63.0,24.0,63.0,42.6,52.4,66.0,59.6,41.666666666666664,22.0,10.6,N. Awuku,Noah Awuku
19,185,80,Italy,Parma,2000,GK,,,,,,,15.0,12.4,36.4,35.8,20.0,13.0,55.8,F. Adorni,Federico Adorni
20,180,73,England,Wigan Athletic,2000,"RM, ST, CAM",72.0,60.0,44.0,61.0,17.0,57.0,44.4,53.6,67.2,58.2,45.166666666666664,12.666666666666666,10.4,C. Lang,Callum Lang
19,189,75,Republic of Ireland,St. Patrick's Athletic,1000,ST,56.0,58.0,47.0,54.0,21.0,60.0,46.4,51.6,53.4,60.0,46.333333333333336,16.666666666666668,10.8,G. McAuley,Glen McAuley
20,185,75,Germany,Hallescher FC,1000,CB,58.0,28.0,35.0,48.0,57.0,60.0,36.2,34.2,58.0,52.2,40.333333333333336,57.333333333333336,7.8,N. Kastenhofer,Niklas Kastenhofer
17,180,70,Netherlands,VVV-Venlo,1000,ST,78.0,56.0,47.0,64.0,21.0,45.0,49.8,51.4,70.4,52.8,42.166666666666664,19.0,9.6,Y. Roemer,Yahcuroo Roemer
20,181,73,Kosovo,FC Lugano,1000,"ST, RW",76.0,56.0,45.0,60.0,18.0,57.0,48.4,47.8,68.4,56.8,47.833333333333336,17.0,9.6,L. Kryeziu,Leutrim Kryeziu
18,180,75,Germany,SV Darmstadt 98,1000,"CAM, CM",58.0,56.0,55.0,59.0,41.0,51.0,57.4,48.0,57.8,51.2,46.833333333333336,42.333333333333336,9.4,L. Müller,Leon Müller
19,180,75,Australia,Sydney FC,1000,"ST, RW, CAM",77.0,53.0,50.0,60.0,19.0,51.0,44.4,52.0,69.4,56.4,43.666666666666664,15.0,9.0,L. Ivanovic,Luke Ivanovic
18,166,61,Germany,Eintracht Frankfurt,2000,"CAM, CM",59.0,52.0,57.0,59.0,45.0,41.0,53.0,49.6,67.0,52.0,54.833333333333336,46.0,11.2,P. Finger,Patrick Finger
20,180,72,United States,New England Revolution,1000,ST,65.0,58.0,46.0,54.0,19.0,54.0,44.0,48.6,61.4,57.8,48.166666666666664,14.0,11.4,J. Rennicks,Justin Rennicks
19,179,66,Ghana,Wisła Kraków,1000,CAM,88.0,45.0,58.0,56.0,43.0,56.0,52.0,52.0,71.4,52.8,51.666666666666664,41.0,10.4,E. Kumah,Emmanuel Kumah
18,166,64,Mexico,Monarcas Morelia,1000,"CB, LB",56.0,29.0,38.0,44.0,60.0,54.0,36.0,36.6,59.0,50.0,42.5,61.333333333333336,11.6,A. Catalán,Andrés Catalán
18,184,68,Guinea,Sporting de Charleroi,1000,CDM,62.0,40.0,52.0,51.0,55.0,61.0,45.6,45.4,61.0,54.2,49.666666666666664,56.666666666666664,9.2,M. Keita,Malick Keita
18,185,83,Korea Republic,Suwon Samsung Bluewings,1000,"ST, RW",73.0,53.0,51.0,63.0,25.0,50.0,49.2,49.4,64.4,52.2,45.833333333333336,24.666666666666668,9.4,Oh Hyun Gyu,오현규 Hyun Gyu Oh
19,180,70,Germany,SC Preußen Münster,1000,"CAM, LM",64.0,41.0,52.0,67.0,30.0,46.0,54.6,42.4,62.8,46.2,43.333333333333336,31.333333333333332,10.4,M. Hoffmeier,Marcel Hoffmeier
19,185,78,France,AJ Auxerre,1000,ST,58.0,60.0,41.0,51.0,20.0,60.0,40.6,49.0,57.6,60.0,47.166666666666664,15.0,11.0,L. Sinayoko,Lassine Sinayoko
17,179,76,Germany,1. FC Union Berlin,1000,"CAM, CDM",56.0,52.0,56.0,58.0,44.0,51.0,54.4,52.0,58.0,52.2,49.0,46.0,8.4,L. Dehl,Laurenz Dehl
19,179,73,Germany,SV Wehen Wiesbaden,1000,"LB, LM",66.0,33.0,49.0,57.0,53.0,59.0,50.8,41.8,65.0,51.0,44.833333333333336,57.666666666666664,8.6,T. Mißner,Tobias Mißner
17,177,72,Sweden,Antalyaspor,1000,LM,62.0,53.0,56.0,61.0,30.0,46.0,54.6,52.8,57.8,51.0,42.5,29.666666666666668,9.6,E. Vardar,Erman Herman Vardar
18,177,72,Belgium,KV Mechelen,1000,CDM,62.0,31.0,49.0,48.0,59.0,60.0,45.0,41.8,62.4,51.4,49.333333333333336,61.0,8.8,L. Coveliers,Lars Coveliers
21,178,70,Scotland,Hamilton Academical FC,1000,ST,84.0,54.0,49.0,56.0,35.0,60.0,46.2,50.6,74.0,55.4,49.333333333333336,27.666666666666668,11.4,R. Cunningham,Ross Cunningham
20,175,65,Scotland,Venezia FC,1000,LW,69.0,54.0,55.0,60.0,28.0,39.0,56.6,49.0,61.8,45.8,47.0,28.666666666666668,8.2,H. St Clair,Harvey St Clair
21,190,79,Italy,Crotone,1000,CB,46.0,26.0,31.0,28.0,58.0,58.0,25.8,32.4,43.0,52.6,42.0,58.333333333333336,12.4,G. Cuomo,Giuseppe Cuomo
21,175,69,Argentina,Estudiantes de La Plata,2000,"CAM, ST",74.0,54.0,50.0,60.0,34.0,46.0,48.6,48.8,70.6,54.4,45.333333333333336,31.666666666666668,10.0,M. Ahumada Acuña,Matías Ahumada Acuña
20,182,69,Turkey,Alanyaspor,2000,ST,52.0,61.0,44.0,56.0,23.0,43.0,44.4,52.2,58.0,54.6,45.166666666666664,18.666666666666668,11.4,M. Sevimler,Murat Sevimler
20,185,75,Belgium,Milan,4000,CDM,59.0,34.0,57.0,62.0,54.0,60.0,53.6,46.2,58.6,53.4,46.166666666666664,54.666666666666664,10.2,A. Cavagnera,Alexandro Cavagnera
20,176,71,England,Crystal Palace,6000,CM,66.0,43.0,57.0,56.0,51.0,59.0,54.6,46.6,65.6,55.4,50.333333333333336,52.666666666666664,10.6,G. McGregor,Giovanni McGregor
20,176,80,England,Brighton & Hove Albion,5000,"CM, RB",55.0,52.0,57.0,59.0,53.0,52.0,56.2,47.6,56.4,54.2,47.833333333333336,54.666666666666664,9.6,M. Sanders,Max Harrison Sanders
19,181,69,England,Blackburn Rovers,2000,"ST, CF",66.0,56.0,45.0,54.0,34.0,54.0,43.4,48.8,67.4,53.8,52.833333333333336,34.333333333333336,9.2,D. Butterworth,Daniel Butterworth
18,178,73,Italy,Cagliari,2000,ST,43.0,60.0,44.0,57.0,30.0,49.0,45.8,51.6,55.0,55.4,43.833333333333336,27.333333333333332,9.6,L. Gagliano,Luca Gagliano
20,183,74,Norway,Ranheim Fotball,1000,"CM, LW",74.0,50.0,56.0,59.0,51.0,58.0,53.0,49.8,68.2,56.6,52.666666666666664,48.666666666666664,10.8,O. Skarsem,Olaus Jair Skarsem
19,184,77,Poland,Lechia Gdańsk,1000,RB,72.0,31.0,44.0,52.0,55.0,52.0,38.4,39.6,65.8,44.4,45.5,57.0,8.6,R. Kobryń,Rafał Kobryń
19,191,85,England,Colchester United,1000,CB,58.0,25.0,38.0,34.0,56.0,66.0,32.0,37.4,47.4,51.0,39.666666666666664,57.333333333333336,8.0,O. Kensdale,Ollie Kensdale
19,194,90,Germany,1. FC Köln,1000,GK,,,,,,,13.0,12.6,35.8,40.6,19.166666666666668,14.0,57.2,J. Krahl,Julian Krahl
19,174,66,Germany,1. FC Heidenheim 1846,1000,LB,71.0,26.0,48.0,62.0,53.0,47.0,42.0,37.2,69.4,41.0,42.833333333333336,56.0,9.4,J. Brändle,Jonas Brändle
19,188,80,Germany,SV Werder Bremen,3000,ST,54.0,57.0,37.0,51.0,21.0,62.0,40.2,50.4,48.0,60.2,45.0,14.666666666666666,11.4,L. Ihorst,Luc Ihorst
18,180,75,France,PEC Zwolle,1000,CB,63.0,29.0,32.0,37.0,59.0,63.0,32.4,34.0,58.4,52.6,44.0,60.666666666666664,10.6,M. Doue,Marc Olivier Doue
20,180,74,Colombia,Lecce,2000,"CB, LB",67.0,37.0,47.0,50.0,57.0,58.0,43.4,45.0,62.0,52.4,44.5,56.666666666666664,9.4,B. Vera,Brayan Vera
20,184,81,Norway,Viking FK,1000,CB,60.0,26.0,48.0,54.0,56.0,66.0,42.0,37.8,54.0,53.0,44.666666666666664,58.333333333333336,9.2,T. Salte,Tord Johnsen Salte
20,187,67,England,Mansfield Town,2000,CM,76.0,51.0,56.0,59.0,49.0,60.0,53.6,51.6,69.8,61.0,52.5,47.333333333333336,11.0,A. Smith,Alistair Smith
20,183,69,Canada,New England Revolution,1000,"ST, RM",82.0,54.0,41.0,60.0,22.0,58.0,41.0,50.6,70.4,59.0,45.833333333333336,16.666666666666668,8.8,T. Buchanan,Tajon Buchanan
19,191,80,England,Forest Green Rovers,2000,"CB, LB",55.0,28.0,36.0,40.0,57.0,68.0,32.0,38.8,51.0,51.8,40.0,57.0,10.2,L. Kitching,Liam Kitching
19,180,70,Belgium,KSV Cercle Brugge,1000,"CAM, CF, LM",69.0,49.0,56.0,62.0,27.0,48.0,54.6,47.8,63.2,53.8,43.833333333333336,27.0,10.6,O. Deman,Olivier Deman
19,197,81,Romania,Politehnica Iaşi,1000,GK,,,,,,,15.2,11.2,36.4,34.6,21.833333333333332,10.0,58.0,�. Târnovanu,Ștefan Târnovanu
19,177,68,Venezuela,SV Sandhausen,1000,"CAM, LM",68.0,52.0,60.0,63.0,33.0,49.0,62.8,53.0,68.2,52.6,43.333333333333336,34.333333333333336,11.4,E. Peña Zauner,Enrique Peña Zauner
19,182,70,Ghana,WSG Tirol,1000,ST,87.0,55.0,47.0,62.0,23.0,50.0,52.0,48.4,74.0,58.4,46.333333333333336,19.0,8.4,K. Yeboah,Kelvin Yeboah
18,183,70,Finland,Fortuna Sittard,1000,CB,60.0,31.0,40.0,46.0,57.0,65.0,39.0,39.2,57.6,51.4,45.0,59.0,11.0,P. Raitanen,Patrik Raitanen
20,183,75,DR Congo,ESTAC Troyes,1000,CDM,64.0,28.0,48.0,55.0,56.0,65.0,42.2,38.2,58.6,55.0,42.666666666666664,58.0,10.2,S. Mambo,Stone Mambo
19,186,70,Netherlands,PEC Zwolle,1000,CDM,74.0,48.0,55.0,57.0,55.0,59.0,51.4,51.4,68.6,56.8,53.0,55.0,12.0,D. Huiberts,Dean Huiberts
21,187,70,England,Portsmouth,1000,GK,,,,,,,20.0,18.2,59.0,43.8,24.5,18.666666666666668,55.6,A. Bass,Alex Bass
20,178,68,England,West Ham United,8000,"LM, LB, CM",73.0,43.0,54.0,59.0,48.0,54.0,54.8,47.4,66.6,50.4,54.333333333333336,50.0,11.4,J. Powell,Joe Powell
22,190,83,Switzerland,FC Luzern,2000,"CDM, CB, CM",50.0,35.0,49.0,50.0,57.0,68.0,46.8,43.8,53.2,55.8,49.666666666666664,58.333333333333336,12.0,R. Arnold,Remo Arnold
21,180,72,Sierra Leone,Queens Park Rangers,1000,"RB, RWB",73.0,26.0,40.0,59.0,58.0,55.0,42.0,38.8,67.6,44.8,42.0,60.333333333333336,6.4,O. Kakay,Osman Kakay
21,178,69,Wales,Swansea City,3000,"CDM, CM",57.0,44.0,54.0,57.0,57.0,54.0,51.8,48.4,56.4,50.2,50.833333333333336,56.0,8.4,J. Evans,Jack Evans
20,178,63,Portugal,West Ham United,8000,RM,76.0,53.0,47.0,59.0,28.0,58.0,44.6,53.0,69.0,51.4,51.0,22.333333333333332,9.2,Mésaque Djú,Mésaque Geremias Djú
20,178,67,England,Bristol Rovers,2000,ST,82.0,55.0,43.0,61.0,20.0,46.0,46.6,47.2,73.2,53.4,44.166666666666664,17.666666666666668,9.8,T. Smith,Tyler Smith
20,185,74,Finland,HJK Helsinki,1000,"RW, RB",74.0,50.0,53.0,59.0,51.0,53.0,50.6,45.4,65.4,55.8,48.833333333333336,53.0,9.8,K. Kouassivi-Benissan,Kevin Kouassivi-Benissan
18,175,70,Spain,Elche CF,1000,"CM, CDM",64.0,55.0,59.0,60.0,48.0,54.0,56.2,52.2,59.2,57.6,50.333333333333336,47.666666666666664,9.4,Javi López,Javier López Vegara
20,188,86,France,FC St. Gallen,2000,CB,73.0,24.0,33.0,43.0,56.0,67.0,30.4,34.8,62.8,53.4,37.666666666666664,56.0,11.4,Y. Letard,Yannis Letard
19,169,68,Ghana,FC Nordsjælland,1000,LB,84.0,35.0,50.0,60.0,53.0,60.0,45.2,45.2,78.8,53.4,48.666666666666664,52.0,10.8,C. Antwi,Clinton Antwi
19,191,92,England,Millwall,1000,CB,65.0,26.0,35.0,39.0,56.0,71.0,33.6,33.6,58.4,52.0,45.0,56.333333333333336,9.6,J. Debrah,Jesse Debrah
19,188,77,Austria,SV Mattersburg,1000,GK,,,,,,,13.0,11.0,33.2,36.8,15.0,12.0,59.0,M. Salaba,Manuel Salaba
20,178,72,Argentina,Rosario Central,2000,CB,54.0,30.0,38.0,43.0,59.0,59.0,34.4,39.8,55.0,51.2,44.5,60.333333333333336,11.2,F. Almada,Facundo Almada
20,174,68,Argentina,Godoy Cruz,2000,CM,64.0,43.0,57.0,61.0,53.0,46.0,53.0,46.8,64.6,51.2,49.5,55.333333333333336,11.8,I. Smith,Iván Smith
19,180,79,England,Forest Green Rovers,2000,"CB, RB",71.0,32.0,44.0,53.0,56.0,68.0,41.6,40.8,66.6,57.8,46.0,56.0,10.2,U. Godwin-Malife,Udoka Godwin-Malife
20,177,72,Romania,FC Hermannstadt,1000,"RM, ST",71.0,55.0,51.0,59.0,17.0,50.0,46.2,50.8,66.8,56.4,42.666666666666664,15.333333333333334,11.2,A. Sîntean,Andrei Sîntean
19,172,71,Chile,Coquimbo Unido,1000,LM,68.0,47.0,56.0,56.0,36.0,42.0,48.8,51.4,62.6,47.6,44.833333333333336,38.333333333333336,10.0,C. Zavala,Cristián Zavala
19,188,67,France,Chamois Niortais Football Club,1000,"CDM, CB",60.0,39.0,51.0,59.0,57.0,62.0,52.2,48.2,57.8,51.6,48.5,58.0,9.8,B. Doukansy,Brahima Doukansy
20,176,68,Germany,Bayern München II,1000,"CDM, CAM, CM",65.0,42.0,49.0,59.0,56.0,62.0,48.6,45.2,66.4,59.8,46.333333333333336,55.0,8.8,M. Zaiser,Maximilian Zaiser
20,182,76,Germany,Bayern München II,1000,"CAM, ST, RB",76.0,48.0,52.0,63.0,38.0,58.0,52.6,49.8,67.8,58.2,44.0,42.666666666666664,12.0,J. Rochelt,Jannik Rochelt
20,180,71,Romania,Sepsi OSK,2000,ST,70.0,56.0,42.0,57.0,17.0,54.0,46.0,48.6,61.2,55.6,42.0,12.333333333333334,11.8,A. Dumiter,Andrei Dumiter
19,172,64,Germany,1. FC Union Berlin,3000,CDM,54.0,45.0,50.0,59.0,57.0,56.0,50.8,46.8,60.2,52.8,50.833333333333336,57.333333333333336,8.8,M. Opfermann Arcones,Maurice Opfermann Arcones
19,184,78,France,Valenciennes FC,1000,"LB, CB",59.0,31.0,37.0,54.0,62.0,68.0,40.4,37.8,58.0,52.6,49.833333333333336,65.33333333333333,7.2,L. Brassier,Lilian Brassier
19,195,78,France,Angers SCO,2000,"CDM, CM",59.0,47.0,54.0,50.0,56.0,68.0,52.4,49.0,53.0,59.8,51.833333333333336,57.0,9.4,Z. Ould Khaled,Zinédine Ould Khaled
20,181,75,Germany,VfB Stuttgart,3000,"LB, CDM",62.0,30.0,51.0,46.0,59.0,56.0,38.4,41.2,62.0,47.2,44.5,60.666666666666664,10.6,D. Grözinger,David Grözinger
18,176,65,Netherlands,Willem II,1000,CAM,64.0,52.0,56.0,63.0,34.0,40.0,59.4,51.2,62.8,48.2,46.5,39.333333333333336,11.2,R. Zuijderwijk,Rick Zuijderwijk
19,178,75,Germany,Sivasspor,1000,"RB, CDM",66.0,32.0,37.0,57.0,58.0,57.0,41.2,38.6,62.8,46.2,47.5,61.333333333333336,8.2,F. Sagman,Furkan Sagman
22,188,76,Bulgaria,Cambridge United,1000,GK,,,,,,,22.4,17.0,56.6,41.6,27.5,15.0,57.4,D. Mitov,Dimitar Mitov
21,176,70,Denmark,Wolverhampton Wanderers,7000,RWB,70.0,32.0,52.0,62.0,51.0,51.0,49.8,40.0,67.6,47.8,47.166666666666664,52.333333333333336,10.2,O. Rasmussen,Oskar Buur Rasmussen
21,165,66,Saudi Arabia,Al Nassr,4000,RB,74.0,40.0,53.0,59.0,53.0,57.0,51.4,46.2,69.4,49.0,51.166666666666664,53.666666666666664,10.0,M. Al Mutlaq,Muteb Al Mutlaq
21,182,77,Mexico,Deportivo Toluca,2000,"CB, RB",62.0,40.0,55.0,56.0,56.0,61.0,51.6,47.4,61.4,56.0,52.833333333333336,57.333333333333336,10.6,L. Hernández,Luis Hernández
21,169,68,Northern Ireland,Walsall,2000,"RM, CAM",75.0,51.0,53.0,61.0,33.0,42.0,51.8,44.6,70.6,53.4,47.333333333333336,32.0,10.8,R. Holden,Rory Holden
19,188,74,Austria,SCR Altach,1000,"CAM, CM",61.0,53.0,54.0,59.0,46.0,60.0,51.6,49.2,58.6,56.8,49.5,43.666666666666664,9.0,D. Nussbaumer,Daniel Nussbaumer
20,193,70,Canada,Hibernian,1000,CB,52.0,33.0,38.0,40.0,59.0,60.0,36.2,40.2,50.4,53.6,43.333333333333336,60.0,12.0,K. Sadiki,Kosovar Sadiki
19,185,78,Germany,Hallescher FC,1000,CDM,65.0,27.0,40.0,56.0,58.0,73.0,40.4,35.4,62.6,59.8,44.833333333333336,60.0,9.8,A. Papadopoulos,Antonios Papadopoulos
21,175,70,Spain,AD Alcorcón,1000,CAM,56.0,43.0,62.0,61.0,46.0,48.0,59.2,51.8,56.8,50.2,51.0,51.666666666666664,9.0,Gabi,Gabriel Jesús Lorente Navarro
20,174,75,Germany,SC Freiburg,3000,"CM, CDM",55.0,36.0,56.0,61.0,56.0,50.0,55.2,46.2,63.2,47.6,48.833333333333336,55.666666666666664,9.2,L. Tempelmann,Lino Tempelmann
19,177,73,Norway,Viking FK,1000,LB,71.0,26.0,39.0,55.0,54.0,60.0,46.4,38.6,66.4,48.6,42.333333333333336,55.666666666666664,9.0,A. Pereira,Adrian Pereira
19,180,66,Japan,FC Tokyo,1000,"CM, CAM, CDM",64.0,38.0,56.0,60.0,49.0,55.0,55.0,42.4,61.0,52.0,48.0,50.333333333333336,9.0,M. Shinada,品田 愛斗
20,186,82,Germany,SpVgg Greuther Fürth,1000,GK,,,,,,,15.2,11.2,33.0,36.0,20.833333333333332,12.0,58.2,L. Schaffran,Leon Schaffran
20,188,75,Belgium,Waasland-Beveren,1000,GK,,,,,,,11.0,12.0,34.0,35.2,17.166666666666668,9.0,57.4,B. Gabriël,Brent Gabriël
19,177,65,Poland,Wisła Kraków,1000,LB,75.0,31.0,47.0,58.0,55.0,58.0,44.4,41.4,68.6,47.2,47.833333333333336,56.0,11.4,M. Grabowski,Marcin Grabowski
19,178,70,England,Southend United,1000,"CAM, LM, RM",74.0,53.0,54.0,59.0,33.0,55.0,52.8,49.0,70.4,59.8,47.0,33.333333333333336,9.0,I. Hutchinson,Isaac Hutchinson
20,173,70,Canada,Montreal Impact,1000,"LB, LM",73.0,39.0,51.0,63.0,54.0,53.0,48.6,45.4,71.4,48.0,47.666666666666664,55.333333333333336,9.6,D. Kinumbe,Daniel Kinumbe
18,175,62,Kosovo,AFC Eskilstuna,1000,"CM, CDM",68.0,41.0,56.0,62.0,47.0,48.0,53.6,44.8,65.4,50.0,48.0,47.0,10.2,I. Lushaku,Ismet Lushaku
20,185,81,Germany,SC Freiburg,2000,GK,,,,,,,17.0,13.6,48.8,42.6,22.166666666666668,13.0,57.2,N. Thiede,Niclas Thiede
18,193,78,Germany,RB Leipzig,2000,CB,52.0,29.0,37.0,36.0,59.0,58.0,33.4,40.2,48.4,48.6,44.333333333333336,58.333333333333336,9.2,F. Jäkel,Frederik Jäkel
21,187,82,Sweden,FC Sion,3000,CB,57.0,29.0,36.0,39.0,58.0,66.0,32.0,36.6,51.4,54.0,43.166666666666664,58.666666666666664,10.0,M. Andersson,Mattias Andersson
20,187,77,Sweden,Pisa,1000,"CDM, CM, CAM",62.0,46.0,59.0,59.0,55.0,58.0,56.8,51.8,57.0,58.0,51.166666666666664,54.333333333333336,8.0,K. Lidin,Kevin Lidin
22,178,73,Colombia,Independiente Santa Fe,1000,ST,68.0,59.0,43.0,56.0,20.0,59.0,47.6,46.4,66.8,65.0,41.166666666666664,16.0,10.0,J. Miranda,Jhon Fredy Miranda Rada
23,178,75,Saudi Arabia,Al Fateh,4000,CB,70.0,26.0,39.0,47.0,57.0,64.0,37.0,37.8,67.0,49.6,42.833333333333336,58.333333333333336,12.0,Q. Lajami,Qasem Lajami
22,178,78,Colombia,Independiente Medellín,1000,CAM,71.0,42.0,55.0,60.0,32.0,57.0,53.0,43.2,67.4,53.6,44.5,34.666666666666664,10.8,M. López,Mateo López
22,171,67,Colombia,Independiente Santa Fe,1000,RM,74.0,41.0,50.0,63.0,31.0,50.0,48.6,42.4,67.0,57.4,45.0,34.666666666666664,10.8,J. Palacios,José Palacios
22,185,80,France,FC Sochaux-Montbéliard,1000,CB,56.0,27.0,31.0,32.0,59.0,62.0,28.8,32.0,52.8,53.2,42.0,61.0,10.2,R. Senhadji,Rayan Senhadji
19,184,81,Austria,SCR Altach,1000,GK,,,,,,,14.6,13.8,37.2,36.4,18.166666666666668,14.666666666666666,57.0,B. Ozegovic,Benjamin Ozegovic
21,193,80,Korea Republic,Ulsan Hyundai FC,1000,GK,,,,,,,15.4,10.2,33.0,38.0,25.166666666666668,12.0,57.8,Moon Jung In,문정인 文政仁
21,187,80,England,Mansfield Town,3000,ST,73.0,53.0,47.0,58.0,29.0,59.0,46.8,50.6,66.4,60.4,44.5,25.666666666666668,9.4,J. Graham,Jordan Graham
19,188,78,Republic of Ireland,Sligo Rovers,1000,GK,,,,,,,18.2,13.4,44.0,36.6,25.666666666666668,14.0,57.0,E. McGinty,Edward McGinty
20,188,80,France,AS Saint-Étienne,3000,CB,42.0,26.0,32.0,39.0,60.0,63.0,32.6,36.0,50.0,52.2,44.0,59.666666666666664,8.2,M. Nadé,Mickaël Nadé
21,183,81,Denmark,Silkeborg IF,1000,"CDM, LB, RB",66.0,35.0,53.0,58.0,56.0,64.0,47.8,47.2,61.2,56.0,48.5,55.333333333333336,10.6,V. Nambishi,Valance Nambishi
22,185,73,Guinea Bissau,Crawley Town,2000,"CM, ST",79.0,57.0,50.0,60.0,55.0,68.0,46.0,49.4,65.4,62.6,58.0,54.333333333333336,9.2,Panutche Camará,Panutche Amadu Pereira Camará
22,173,68,Scotland,Hamilton Academical FC,1000,"CM, CDM",61.0,40.0,54.0,58.0,54.0,56.0,50.4,45.0,55.2,52.8,49.166666666666664,54.333333333333336,9.2,S. Martin,Scott Martin
20,184,77,England,Hull City,2000,CB,58.0,34.0,52.0,49.0,55.0,62.0,45.8,43.0,57.2,51.8,48.333333333333336,57.666666666666664,8.8,L. Ritson,Lewis Ritson
21,179,82,Switzerland,FC Thun,2000,CB,58.0,39.0,50.0,54.0,54.0,64.0,48.0,43.4,58.4,58.6,47.333333333333336,53.666666666666664,8.2,T. Righetti,Timo Righetti
22,169,71,Argentina,Independiente,3000,CM,59.0,45.0,56.0,61.0,57.0,57.0,53.6,47.8,64.8,54.4,52.166666666666664,58.666666666666664,10.0,D. Mercado,Diego Mercado
22,176,73,Korea Republic,Incheon United FC,1000,CM,58.0,55.0,58.0,58.0,43.0,55.0,58.0,50.8,58.4,55.4,49.333333333333336,43.0,11.4,Choi Beom Kyung,최범경 Beom Kyung Choi
20,172,70,England,Macclesfield Town,1000,"LB, LWB",76.0,38.0,51.0,55.0,53.0,60.0,47.0,45.6,67.6,53.4,49.0,53.333333333333336,11.0,E. Clarke,Eddie Clarke
